,symbol,exchangeShortName,type
935,IRDM,NASDAQ,stock
936,BKU,NYSE,stock
937,H,NYSE,stock
938,MDXG,NASDAQ,stock
939,EXPR,NYSE,stock
940,INCY,NASDAQ,stock
941,LBRDK,NASDAQ,stock
942,NVCN,NASDAQ,stock
943,TRMB,NASDAQ,stock
944,CVEO,NYSE,stock
945,TDOC,NYSE,stock
946,TRU,NYSE,stock
947,SOGO,NYSE,stock
948,XYL,NYSE,stock
949,ACGL,NASDAQ,stock
950,SFUN,NYSE,stock
951,SBNY,NASDAQ,stock
952,GRFS,NASDAQ,stock
953,DY,NYSE,stock
954,SONY,NYSE,stock
955,AEL,NYSE,stock
956,GOGO,NASDAQ,stock
957,WES,NYSE,stock
958,QUAD,NYSE,stock
959,SYNA,NASDAQ,stock
960,VSTO,NYSE,stock
961,BHVN,NYSE,stock
962,PPG,NYSE,stock
963,ORI,NYSE,stock
964,TPC,NYSE,stock
965,MC,NYSE,stock
966,DDS,NYSE,stock
967,TMST,NYSE,stock
968,NMIH,NASDAQ,stock
969,MTCH,NASDAQ,stock
970,TRHC,NASDAQ,stock
971,XNET,NASDAQ,stock
972,CIG,NYSE,stock
973,HAIN,NASDAQ,stock
974,CUK,NYSE,stock
975,ECHO,NASDAQ,stock
976,MSI,NYSE,stock
977,PDCE,NASDAQ,stock
978,FNV,NYSE,stock
979,LPSN,NASDAQ,stock
980,TELL,NASDAQ,stock
981,KMX,NYSE,stock
982,LFC,NYSE,stock
983,ESPR,NASDAQ,stock
984,LH,NYSE,stock
985,PLCE,NASDAQ,stock
986,NBHC,NYSE,stock
987,FND,NYSE,stock
988,MOH,NYSE,stock
989,FUL,NYSE,stock
990,MRC,NYSE,stock
991,SCHL,NASDAQ,stock
992,CPG,NYSE,stock
993,ADTN,NASDAQ,stock
994,WHR,NYSE,stock
995,HSY,NYSE,stock
996,HTGM,NASDAQ,stock
997,SEAS,NYSE,stock
998,BECN,NASDAQ,stock
999,BPOP,NASDAQ,stock
1000,COO,NYSE,stock
1001,JT,NYSE,stock
1002,COMM,NASDAQ,stock
1003,ABEO,NASDAQ,stock
1004,SHOP,NYSE,stock
1005,RETA,NASDAQ,stock
1006,MWA,NYSE,stock
1007,BLUE,NASDAQ,stock
1008,GWB,NYSE,stock
1009,WPRT,NASDAQ,stock
1010,CORT,NASDAQ,stock
1011,BOOT,NYSE,stock
1012,TKR,NYSE,stock
1013,RL,NYSE,stock
1014,AXGN,NASDAQ,stock
1015,MASI,NASDAQ,stock
1016,OKTA,NASDAQ,stock
1017,TD,NYSE,stock
1018,BRO,NYSE,stock
1019,ALSN,NYSE,stock
1020,FAF,NYSE,stock
1021,BRKR,NASDAQ,stock
1022,G,NYSE,stock
1023,CFX,NYSE,stock
1024,PANW,NYSE,stock
1025,GPC,NYSE,stock
1026,ELP,NYSE,stock
1027,KMPR,NYSE,stock
1028,BGS,NYSE,stock
1029,NBIX,NASDAQ,stock
1030,CHKP,NASDAQ,stock
1031,JAZZ,NASDAQ,stock
1032,CMCO,NASDAQ,stock
1033,CRS,NYSE,stock
1034,AMC,NYSE,stock
1035,BVN,NYSE,stock
1036,EXK,NYSE,stock
1037,BLK,NYSE,stock
1038,CATM,NASDAQ,stock
1039,POR,NYSE,stock
1040,BBL,NYSE,stock
1041,GCI,NYSE,stock
1042,DYN,NYSE,stock
1043,ORLY,NASDAQ,stock
1044,FFIV,NASDAQ,stock
1045,HOG,NYSE,stock
1046,PRTA,NASDAQ,stock
1047,UNVR,NYSE,stock
1048,TUP,NYSE,stock
1049,FSM,NYSE,stock
1050,XIN,NYSE,stock
1051,SCWX,NASDAQ,stock
1052,PAAS,NASDAQ,stock
1053,ADNT,NYSE,stock
1054,TRUP,NASDAQ,stock
1055,HAE,NYSE,stock
1056,HOPE,NASDAQ,stock
1057,MRTN,NASDAQ,stock
1058,DLX,NYSE,stock
1059,LMNX,NASDAQ,stock
1060,AAP,NYSE,stock
1061,AON,NYSE,stock
1062,TGTX,NASDAQ,stock
1063,SKM,NYSE,stock
1064,MAN,NYSE,stock
1065,CRUS,NASDAQ,stock
1066,TXRH,NASDAQ,stock
1067,TNET,NYSE,stock
1068,LZB,NYSE,stock
1069,FTSI,NYSE,stock
1070,EEFT,NASDAQ,stock
1071,BXS,NYSE,stock
1072,CVGI,NASDAQ,stock
1073,TRI,NYSE,stock
1074,GMS,NYSE,stock
1075,PBI,NYSE,stock
1076,RJF,NYSE,stock
1077,WWD,NASDAQ,stock
1078,SNY,NASDAQ,stock
1079,TTC,NYSE,stock
1080,BAM,NYSE,stock
1081,SHW,NYSE,stock
1082,AMP,NYSE,stock
1083,WSO,NYSE,stock
1084,ATO,NYSE,stock
1085,HOLI,NASDAQ,stock
1086,CBAY,NASDAQ,stock
1087,WAB,NYSE,stock
1088,AVEO,NASDAQ,stock
1089,PFGC,NYSE,stock
1090,MUSA,NYSE,stock
1091,RCM,NASDAQ,stock
1092,DK,NYSE,stock
1093,CM,NYSE,stock
1094,SWX,NYSE,stock
1095,SSRM,NASDAQ,stock
1096,MTW,NYSE,stock
1097,IRS,NYSE,stock
1098,MIC,NYSE,stock
1099,TSEM,NASDAQ,stock
1100,DNLI,NASDAQ,stock
1101,CHRW,NASDAQ,stock
1102,SPPI,NASDAQ,stock
1103,TTD,NASDAQ,stock
1104,ASML,NASDAQ,stock
1105,IDXX,NASDAQ,stock
1106,ONCS,NASDAQ,stock
1107,SRPT,NASDAQ,stock
1108,SGEN,NASDAQ,stock
1109,CNK,NYSE,stock
1110,TCBI,NASDAQ,stock
1111,OCN,NYSE,stock
1112,MDB,NASDAQ,stock
1113,DXPE,NASDAQ,stock
1114,NWBI,NASDAQ,stock
1115,ENS,NYSE,stock
1116,TFX,NYSE,stock
1117,UFS,NYSE,stock
1118,MTN,NYSE,stock
1119,SPR,NYSE,stock
1120,PSEC,NASDAQ,stock
1121,LEE,NYSE,stock
1122,QDEL,NASDAQ,stock
1123,WETF,NASDAQ,stock
1124,HBM,NYSE,stock
1125,INVA,NASDAQ,stock
1126,BJRI,NASDAQ,stock
1127,EVRI,NYSE,stock
1128,LCI,NYSE,stock
1129,PII,NYSE,stock
1130,JCOM,NASDAQ,stock
1131,ZS,NASDAQ,stock
1132,MIDD,NASDAQ,stock
1133,SF,NYSE,stock
1134,RCII,NASDAQ,stock
1135,DCP,NYSE,stock
1136,VEDL,NYSE,stock
1137,WBS,NYSE,stock
1138,CRON,NASDAQ,stock
1139,WST,NYSE,stock
1140,SCI,NYSE,stock
1141,BERY,NYSE,stock
1142,ENIA,NYSE,stock
1143,TEUM,NASDAQ,stock
1144,SPNT,NYSE,stock
1145,CCK,NYSE,stock
1146,WNC,NYSE,stock
1147,CSGP,NASDAQ,stock
1148,ETR,NYSE,stock
1149,TTMI,NASDAQ,stock
1150,FLS,NYSE,stock
1151,ARWR,NASDAQ,stock
1152,IAC,NASDAQ,stock
1153,VIRT,NASDAQ,stock
1154,UCTT,NASDAQ,stock
1155,WBT,NYSE,stock
1156,ANGI,NASDAQ,stock
1157,BCOR,NASDAQ,stock
1158,CRH,NYSE,stock
1159,GHL,NYSE,stock
1160,IPI,NYSE,stock
1161,BLDR,NASDAQ,stock
1162,CPS,NYSE,stock
1163,CHEF,NASDAQ,stock
1164,APH,NYSE,stock
1165,KURA,NASDAQ,stock
1166,GTHX,NASDAQ,stock
1167,TK,NYSE,stock
1168,MRNS,NASDAQ,stock
1169,GPRE,NASDAQ,stock
1170,RS,NYSE,stock
1171,HIBB,NASDAQ,stock
1172,ALGN,NASDAQ,stock
1173,HEI,NYSE,stock
1174,CFR,NYSE,stock
1175,YPF,NYSE,stock
1176,LGIH,NASDAQ,stock
1177,CMG,NYSE,stock
1178,AVXL,NASDAQ,stock
1179,AXDX,NASDAQ,stock
1180,RPM,NYSE,stock
1181,BNS,NYSE,stock
1182,CTLP,NASDAQ,stock
1183,BWXT,NYSE,stock
1184,WOW,NYSE,stock
1185,PRMW,NYSE,stock
1186,WOR,NYSE,stock
1187,NUVA,NASDAQ,stock
1188,ADVM,NASDAQ,stock
1189,SWIR,NASDAQ,stock
1190,HUBS,NYSE,stock
1191,FRPT,NASDAQ,stock
1192,ARAY,NASDAQ,stock
1193,QUOT,NYSE,stock
1194,NS,NYSE,stock
1195,FMX,NYSE,stock
1196,HTLD,NASDAQ,stock
1197,VRNS,NASDAQ,stock
1198,AYTU,NASDAQ,stock
1199,PKG,NYSE,stock
1200,CINF,NASDAQ,stock
1201,ANY,NASDAQ,stock
1202,NAV,NYSE,stock
1203,DENN,NASDAQ,stock
1204,CLX,NYSE,stock
1205,VGR,NYSE,stock
1206,HII,NYSE,stock
1207,GLRE,NASDAQ,stock
1208,PRGO,NYSE,stock
1209,RRR,NASDAQ,stock
1210,MSA,NYSE,stock
1211,SQNS,NYSE,stock
1212,ZG,NASDAQ,stock
1213,ACM,NYSE,stock
1214,HLI,NYSE,stock
1215,CMP,NYSE,stock
1216,GGAL,NASDAQ,stock
1217,FTNT,NASDAQ,stock
1218,CLDX,NASDAQ,stock
1219,SPB,NYSE,stock
1220,IFF,NYSE,stock
1221,MDCA,NASDAQ,stock
1222,VCEL,NASDAQ,stock
1223,SRCL,NASDAQ,stock
1224,RBBN,NASDAQ,stock
1225,RYI,NYSE,stock
1226,IQV,NYSE,stock
1227,WNS,NYSE,stock
1228,SGRY,NASDAQ,stock
1229,VIV,NYSE,stock
1230,XPER,NASDAQ,stock
1231,FCF,NYSE,stock
1232,VG,NASDAQ,stock
1233,SNP,NYSE,stock
1234,AGEN,NASDAQ,stock
1235,RPD,NASDAQ,stock
1236,GLNG,NASDAQ,stock
1237,PETS,NASDAQ,stock
1238,TTI,NYSE,stock
1239,THS,NYSE,stock
1240,AMBA,NASDAQ,stock
1241,RRD,NYSE,stock
1242,AMKR,NASDAQ,stock
1243,TBI,NYSE,stock
1244,COUP,NASDAQ,stock
1245,MNKD,NASDAQ,stock
1246,ICPT,NASDAQ,stock
1247,MITK,NASDAQ,stock
1248,BHE,NYSE,stock
1249,PZZA,NASDAQ,stock
1250,BCE,NYSE,stock
1251,POOL,NASDAQ,stock
1252,MGRC,NASDAQ,stock
1253,FANH,NASDAQ,stock
1254,INFN,NASDAQ,stock
1255,MMSI,NASDAQ,stock
1256,ENIC,NYSE,stock
1257,SPXC,NYSE,stock
1258,ARCH,NYSE,stock
1259,AM,NYSE,stock
1260,TGI,NYSE,stock
1261,AWK,NYSE,stock
1262,REDU,NASDAQ,stock
1263,R,NYSE,stock
1264,SREV,NASDAQ,stock
1265,BKH,NYSE,stock
1266,AVD,NYSE,stock
1267,CMCM,NYSE,stock
1268,UPLD,NASDAQ,stock
1269,GPN,NYSE,stock
1270,COLM,NASDAQ,stock
1271,HE,NYSE,stock
1272,SJI,NYSE,stock
1273,CCOI,NASDAQ,stock
1274,SEDG,NASDAQ,stock
1275,LLNW,NASDAQ,stock
1276,PBYI,NASDAQ,stock
1277,IRWD,NASDAQ,stock
1278,CSGS,NASDAQ,stock
1279,CNSL,NASDAQ,stock
1280,SUPN,NASDAQ,stock
1281,UGI,NYSE,stock
1282,COLL,NASDAQ,stock
1283,DRNA,NASDAQ,stock
1284,BKCC,NASDAQ,stock
1285,CBD,NYSE,stock
1286,SMG,NYSE,stock
1287,PACB,NASDAQ,stock
1288,AVDL,NASDAQ,stock
1289,JNCE,NASDAQ,stock
1290,WAT,NYSE,stock
1291,FLOW,NYSE,stock
1292,MKSI,NASDAQ,stock
1293,CWT,NYSE,stock
1294,MTB,NYSE,stock
1295,CRL,NYSE,stock
1296,CDK,NASDAQ,stock
1297,FDS,NYSE,stock
1298,JLL,NYSE,stock
1299,HSC,NYSE,stock
1300,LNTH,NASDAQ,stock
1301,SAIL,NYSE,stock
1302,PNM,NYSE,stock
1303,PACW,NASDAQ,stock
1304,MXL,NYSE,stock
1305,OLLI,NASDAQ,stock
1306,LOCO,NASDAQ,stock
1307,RUSHA,NASDAQ,stock
1308,APPN,NASDAQ,stock
1309,AVY,NYSE,stock
1310,WMS,NYSE,stock
1311,MCFT,NASDAQ,stock
1312,DHT,NYSE,stock
1313,AVA,NYSE,stock
1314,WLK,NYSE,stock
1315,AAWW,NASDAQ,stock
1316,WIX,NASDAQ,stock
1317,USCR,NASDAQ,stock
1318,INO,NASDAQ,stock
1319,NTB,NYSE,stock
1320,AAOI,NASDAQ,stock
1321,FOSL,NASDAQ,stock
1322,STE,NYSE,stock
1323,OSTK,NASDAQ,stock
1324,FOXF,NASDAQ,stock
1325,MDGS,NASDAQ,stock
1326,AZPN,NASDAQ,stock
1327,DCI,NYSE,stock
1328,FTAI,NYSE,stock
1329,ONVO,NASDAQ,stock
1330,AIZ,NYSE,stock
1331,IRBT,NASDAQ,stock
1332,SBLK,NASDAQ,stock
1333,CWST,NASDAQ,stock
1334,BURL,NYSE,stock
1335,LEG,NYSE,stock
1336,AAN,NYSE,stock
1337,SOI,NYSE,stock
1338,PRA,NYSE,stock
1339,INT,NYSE,stock
1340,UMBF,NASDAQ,stock
1341,LPG,NYSE,stock
1342,SOHU,NASDAQ,stock
1343,FGEN,NASDAQ,stock
1344,BAP,NYSE,stock
1345,BC,NYSE,stock
1346,OCSL,NASDAQ,stock
1347,MBUU,NASDAQ,stock
1348,HTLF,NASDAQ,stock
1349,BLKB,NASDAQ,stock
1350,SNN,NYSE,stock
1351,CUBI,NYSE,stock
1352,ENPH,NASDAQ,stock
1353,CADE,NYSE,stock
1354,AJRD,NYSE,stock
1355,APAM,NYSE,stock
1356,HLIT,NASDAQ,stock
1357,ST,NYSE,stock
1358,IPAR,NASDAQ,stock
1359,CRTO,NASDAQ,stock
1360,CALI,NASDAQ,stock
1361,MRTX,NASDAQ,stock
1362,ZUMZ,NASDAQ,stock
1363,MLI,NYSE,stock
1364,ROG,NYSE,stock
1365,UMC,NYSE,stock
1366,BAND,NASDAQ,stock
1367,ABMD,NASDAQ,stock
1368,KEYS,NYSE,stock
1369,HRC,NYSE,stock
1370,SSP,NASDAQ,stock
1371,NDSN,NASDAQ,stock
1372,ALSK,NASDAQ,stock
1373,ASC,NYSE,stock
1374,BATRK,NASDAQ,stock
1375,STC,NYSE,stock
1376,FFBC,NASDAQ,stock
1377,DLTH,NASDAQ,stock
1378,LII,NYSE,stock
1379,OSG,NYSE,stock
1380,GOOS,NYSE,stock
1381,AXTI,NASDAQ,stock
1382,EGRX,NASDAQ,stock
1383,BMO,NYSE,stock
1384,DBVT,NASDAQ,stock
1385,EPAM,NYSE,stock
1386,GDEN,NASDAQ,stock
1387,PVH,NYSE,stock
1388,CRBP,NASDAQ,stock
1389,MTD,NYSE,stock
1390,BCRX,NASDAQ,stock
1391,TOWN,NASDAQ,stock
1392,FIVN,NASDAQ,stock
1393,EGHT,NYSE,stock
1394,JKHY,NASDAQ,stock
1395,INGR,NYSE,stock
1396,EPAY,NASDAQ,stock
1397,VRSK,NASDAQ,stock
1398,ICLR,NASDAQ,stock
1399,AQMS,NASDAQ,stock
1400,AWR,NYSE,stock
1401,DRRX,NASDAQ,stock
1402,VRA,NASDAQ,stock
1403,WLKP,NYSE,stock
1404,BFAM,NYSE,stock
1405,IOVA,NASDAQ,stock
1406,TEN,NYSE,stock
1407,SUP,NYSE,stock
1408,LL,NYSE,stock
1409,LEA,NYSE,stock
1410,APD,NYSE,stock
1411,OSUR,NASDAQ,stock
1412,AVT,NASDAQ,stock
1413,SXC,NYSE,stock
1414,ATTO,NYSE,stock
1415,NVCR,NASDAQ,stock
1416,DAR,NYSE,stock
1417,SAFM,NASDAQ,stock
1418,CRIS,NASDAQ,stock
1419,RMBS,NASDAQ,stock
1420,PRTK,NASDAQ,stock
1421,AJG,NYSE,stock
1422,RGA,NYSE,stock
1423,TAST,NASDAQ,stock
1424,KB,NYSE,stock
1425,OTEX,NASDAQ,stock
1426,FHB,NASDAQ,stock
1427,SANM,NASDAQ,stock
1428,SNV,NYSE,stock
1429,MOD,NYSE,stock
1430,MGI,NASDAQ,stock
1431,NSH,NYSE,stock
1432,SNA,NYSE,stock
1433,KOPN,NASDAQ,stock
1434,OSBC,NASDAQ,stock
1435,BRKL,NASDAQ,stock
1436,DEO,NYSE,stock
1437,UNFI,NYSE,stock
1438,SAH,NYSE,stock
1439,NVTA,NYSE,stock
1440,HZO,NYSE,stock
1441,TNK,NYSE,stock
1442,SATS,NASDAQ,stock
1443,SLGN,NASDAQ,stock
1444,IBKR,NASDAQ,stock
1445,HMC,NYSE,stock
1446,GPI,NYSE,stock
1447,CPA,NYSE,stock
1448,ROCK,NASDAQ,stock
1449,RNWK,NASDAQ,stock
1450,HOV,NYSE,stock
1451,ASTE,NASDAQ,stock
1452,ACET,NASDAQ,stock
1453,CTLT,NYSE,stock
1454,DMRC,NASDAQ,stock
1455,CUTR,NASDAQ,stock
1456,UEPS,NASDAQ,stock
1457,AMCX,NASDAQ,stock
1458,NMM,NYSE,stock
1459,SAIC,NYSE,stock
1460,DIOD,NASDAQ,stock
1461,RARE,NASDAQ,stock
1462,INOV,NASDAQ,stock
1463,TPX,NYSE,stock
1464,BNFT,NASDAQ,stock
1465,PLYA,NASDAQ,stock
1466,CFFN,NASDAQ,stock
1467,HSII,NASDAQ,stock
1468,GDS,NASDAQ,stock
1469,UL,NYSE,stock
1470,LOPE,NASDAQ,stock
1471,TCMD,NASDAQ,stock
1472,HVT,NYSE,stock
1473,GOLD,NYSE,stock
1474,RLI,NYSE,stock
1475,KEX,NYSE,stock
1476,SMTC,NASDAQ,stock
1477,OR,NYSE,stock
1478,XNCR,NASDAQ,stock
1479,B,NYSE,stock
1480,DIN,NYSE,stock
1481,SCHN,NASDAQ,stock
1482,NM,NYSE,stock
1483,HSON,NASDAQ,stock
1484,UBSI,NASDAQ,stock
1485,GVA,NYSE,stock
1486,EVTC,NYSE,stock
1487,SMCI,NASDAQ,stock
1488,FLXN,NASDAQ,stock
1489,DESP,NYSE,stock
1490,ODFL,NASDAQ,stock
1491,CFMS,NASDAQ,stock
1492,TGP,NYSE,stock
1493,ENZ,NYSE,stock
1494,KRA,NYSE,stock
1495,WLTW,NASDAQ,stock
1496,CDXS,NASDAQ,stock
1497,FCFS,NASDAQ,stock
1498,VREX,NASDAQ,stock
1499,KDMN,NYSE,stock
1500,CNS,NYSE,stock
1501,LXU,NYSE,stock
1502,SON,NYSE,stock
1503,GDOT,NYSE,stock
1504,ROP,NYSE,stock
1505,NLS,NYSE,stock
1506,SITE,NYSE,stock
1507,LSXMK,NASDAQ,stock
1508,MSTR,NASDAQ,stock
1509,COHU,NASDAQ,stock
1510,RBA,NYSE,stock
1511,OTIC,NASDAQ,stock
1512,CPRX,NASDAQ,stock
1513,ZIOP,NASDAQ,stock
1514,GRMN,NASDAQ,stock
1515,MEDP,NASDAQ,stock
1516,TEF,NYSE,stock
1517,CSLT,NYSE,stock
1518,KEP,NYSE,stock
1519,CEIX,NYSE,stock
1520,GIL,NYSE,stock
1521,NVGS,NYSE,stock
1522,MCY,NYSE,stock
1523,TWOU,NASDAQ,stock
1524,MDGL,NASDAQ,stock
1525,AZUL,NYSE,stock
1526,TCS,NYSE,stock
1527,ACTG,NASDAQ,stock
1528,GATX,NYSE,stock
1529,EPC,NYSE,stock
1530,AMWD,NASDAQ,stock
1531,CATY,NASDAQ,stock
1532,MSM,NYSE,stock
1533,COLB,NASDAQ,stock
1534,GBT,NASDAQ,stock
1535,GEF,NYSE,stock
1536,LOMA,NYSE,stock
1537,MPAA,NASDAQ,stock
1538,HCHC,NYSE,stock
1539,GGG,NYSE,stock
1540,BPFH,NASDAQ,stock
1541,TDS,NYSE,stock
1542,COWN,NASDAQ,stock
1543,MTH,NYSE,stock
1544,GTLS,NASDAQ,stock
1545,SKYW,NASDAQ,stock
1546,CONN,NASDAQ,stock
1547,EZPW,NASDAQ,stock
1548,BXC,NYSE,stock
1549,NPO,NYSE,stock
1550,RCI,NYSE,stock
1551,LFIN,NASDAQ,stock
1552,BSMX,NYSE,stock
1553,MHLD,NASDAQ,stock
1554,AERI,NASDAQ,stock
1555,BAK,NYSE,stock
1556,SEM,NYSE,stock
1557,CCU,NYSE,stock
1558,KPTI,NASDAQ,stock
1559,GEL,NYSE,stock
1560,AVID,NASDAQ,stock
1561,HEP,NYSE,stock
1562,SLDB,NASDAQ,stock
1563,GNRC,NYSE,stock
1564,WD,NYSE,stock
1565,DNB,NYSE,stock
1566,TBBK,NASDAQ,stock
1567,IVC,NYSE,stock
1568,TOUR,NASDAQ,stock
1569,ITT,NYSE,stock
1570,MTRX,NASDAQ,stock
1571,SPWR,NASDAQ,stock
1572,CHH,NYSE,stock
1573,PGTI,NYSE,stock
1574,MDP,NYSE,stock
1575,SLAB,NASDAQ,stock
1576,WWE,NYSE,stock
1577,RNG,NYSE,stock
1578,EHC,NYSE,stock
1579,PEGA,NASDAQ,stock
1580,NOVT,NASDAQ,stock
1581,DTE,NYSE,stock
1582,MYGN,NASDAQ,stock
1583,PXLW,NASDAQ,stock
1584,ERF,NYSE,stock
1585,AEIS,NASDAQ,stock
1586,LHCG,NASDAQ,stock
1587,NDAQ,NASDAQ,stock
1588,NFG,NYSE,stock
1589,WSFS,NASDAQ,stock
1590,CNNE,NYSE,stock
1591,WCC,NYSE,stock
1592,BRC,NYSE,stock
1593,PIRS,NASDAQ,stock
1594,ENR,NYSE,stock
1595,ABIO,NASDAQ,stock
1596,RFP,NYSE,stock
1597,SRRA,NASDAQ,stock
1598,MMYT,NASDAQ,stock
1599,UTHR,NASDAQ,stock
1600,CALM,NASDAQ,stock
1601,ALRM,NASDAQ,stock
1602,USAC,NYSE,stock
1603,MKTX,NASDAQ,stock
1604,LSCC,NASDAQ,stock
1605,PTGX,NASDAQ,stock
1606,ECPG,NASDAQ,stock
1607,SFL,NYSE,stock
1608,AME,NYSE,stock
1609,BKNG,NASDAQ,stock
1610,DCT,NYSE,stock
1611,CSTE,NASDAQ,stock
1612,QNST,NASDAQ,stock
1613,SR,NYSE,stock
1614,PMTS,NASDAQ,stock
1615,SIMO,NASDAQ,stock
1616,AMED,NASDAQ,stock
1617,HRTG,NYSE,stock
1618,VNET,NASDAQ,stock
1619,AYX,NYSE,stock
1620,CHRS,NASDAQ,stock
1621,BWB,NASDAQ,stock
1622,BEDU,NYSE,stock
1623,CIB,NYSE,stock
1624,IIIN,NASDAQ,stock
1625,BLD,NYSE,stock
1626,HFWA,NASDAQ,stock
1627,SCSC,NASDAQ,stock
1628,QADA,NASDAQ,stock
1629,NETI,NYSE,stock
1630,BHLB,NYSE,stock
1631,CASI,NASDAQ,stock
1632,TSC,NASDAQ,stock
1633,RE,NYSE,stock
1634,LUNA,NASDAQ,stock
1635,FBC,NYSE,stock
1636,CLS,NYSE,stock
1637,SFNC,NASDAQ,stock
1638,GBX,NYSE,stock
1639,VRS,NYSE,stock
1640,HUBB,NYSE,stock
1641,GTT,NYSE,stock
1642,PBA,NYSE,stock
1643,UAN,NYSE,stock
1644,GMED,NYSE,stock
1645,VERU,NASDAQ,stock
1646,PB,NYSE,stock
1647,VVI,NYSE,stock
1648,MRCY,NASDAQ,stock
1649,TU,NYSE,stock
1650,LCII,NYSE,stock
1651,ICFI,NASDAQ,stock
1652,ACIW,NASDAQ,stock
1653,PTCT,NASDAQ,stock
1654,TFSL,NASDAQ,stock
1655,CSU,NYSE,stock
1656,RRGB,NASDAQ,stock
1657,CECE,NASDAQ,stock
1658,IART,NASDAQ,stock
1659,III,NASDAQ,stock
1660,JILL,NYSE,stock
1661,YELL,NASDAQ,stock
1662,WWW,NYSE,stock
1663,LXRX,NASDAQ,stock
1664,PRAA,NASDAQ,stock
1665,SCVL,NASDAQ,stock
1666,AFG,NYSE,stock
1667,KRNT,NASDAQ,stock
1668,CYD,NYSE,stock
1669,MYRG,NASDAQ,stock
1670,BANR,NASDAQ,stock
1671,CRESY,NASDAQ,stock
1672,FPH,NYSE,stock
1673,FN,NYSE,stock
1674,CPK,NYSE,stock
1675,SLF,NYSE,stock
1676,KL,NYSE,stock
1677,VSAT,NASDAQ,stock
1678,WK,NYSE,stock
1679,ADMS,NASDAQ,stock
1680,FUN,NYSE,stock
1681,SIGI,NASDAQ,stock
1682,CACI,NYSE,stock
1683,RMTI,NASDAQ,stock
1684,SUPV,NYSE,stock
1685,ALKS,NASDAQ,stock
1686,GLDD,NASDAQ,stock
1687,BOH,NYSE,stock
1688,FIZZ,NASDAQ,stock
1689,LIQT,NASDAQ,stock
1690,CEPU,NYSE,stock
1691,SBBP,NASDAQ,stock
1692,DORM,NASDAQ,stock
1693,EVBG,NASDAQ,stock
1694,AEMD,NASDAQ,stock
1695,ENV,NYSE,stock
1696,AIN,NYSE,stock
1697,CAE,NYSE,stock
1698,ATRS,NASDAQ,stock
1699,HXL,NYSE,stock
1700,SWM,NYSE,stock
1701,TUSK,NASDAQ,stock
1702,EME,NYSE,stock
1703,VUZI,NASDAQ,stock
1704,OFG,NYSE,stock
1705,GLT,NYSE,stock
1706,PHG,NYSE,stock
1707,MERC,NASDAQ,stock
1708,HEES,NASDAQ,stock
1709,AZO,NYSE,stock
1710,AGFS,NASDAQ,stock
1711,JKS,NYSE,stock
1712,SNCR,NASDAQ,stock
1713,TM,NYSE,stock
1714,UVV,NYSE,stock
1715,BIOC,NASDAQ,stock
1716,HUBG,NASDAQ,stock
1717,LAD,NYSE,stock
1718,TWI,NYSE,stock
1719,SNBR,NASDAQ,stock
1720,RYAM,NYSE,stock
1721,LOGI,NASDAQ,stock
1722,DCO,NYSE,stock
1723,FLWS,NASDAQ,stock
1724,EBIX,NASDAQ,stock
1725,ENBL,NYSE,stock
1726,MFG,NYSE,stock
1727,ANAB,NASDAQ,stock
1728,ABUS,NASDAQ,stock
1729,CBB,NYSE,stock
1730,ANSS,NASDAQ,stock
1731,NVRO,NYSE,stock
1732,MMS,NYSE,stock
1733,HTGC,NYSE,stock
1734,CBRL,NASDAQ,stock
1735,ADXS,NASDAQ,stock
1736,ITRI,NASDAQ,stock
1737,GBCI,NASDAQ,stock
1738,NR,NYSE,stock
1739,ERII,NASDAQ,stock
1740,CLMT,NASDAQ,stock
1741,AINV,NASDAQ,stock
1742,FMS,NYSE,stock
1743,RDY,NYSE,stock
1744,CERS,NASDAQ,stock
1745,BL,NASDAQ,stock
1746,TLK,NYSE,stock
1747,SSYS,NASDAQ,stock
1748,HTH,NYSE,stock
1749,LKFN,NASDAQ,stock
1750,ANGO,NASDAQ,stock
1751,PKX,NYSE,stock
1752,LE,NASDAQ,stock
1753,PAG,NYSE,stock
1754,PRIM,NASDAQ,stock
1755,CTMX,NASDAQ,stock
1756,RDUS,NASDAQ,stock
1757,BBGI,NASDAQ,stock
1758,CASH,NASDAQ,stock
1759,PINC,NASDAQ,stock
1760,SFBS,NASDAQ,stock
1761,SMPL,NASDAQ,stock
1762,FNKO,NASDAQ,stock
1763,SSTK,NYSE,stock
1764,ZBRA,NASDAQ,stock
1765,BMA,NYSE,stock
1766,GABC,NASDAQ,stock
1767,NCMI,NASDAQ,stock
1768,PCSB,NASDAQ,stock
1769,FDP,NYSE,stock
1770,MGLN,NASDAQ,stock
1771,ADMP,NASDAQ,stock
1772,EDIT,NASDAQ,stock
1773,AB,NYSE,stock
1774,GAIA,NASDAQ,stock
1775,PRGS,NASDAQ,stock
1776,ACRS,NASDAQ,stock
1777,MSGN,NYSE,stock
1778,NUS,NYSE,stock
1779,SPSC,NASDAQ,stock
1780,EFSC,NASDAQ,stock
1781,BOKF,NASDAQ,stock
1782,MD,NYSE,stock
1783,PSMT,NASDAQ,stock
1784,FTK,NYSE,stock
1785,UVSP,NASDAQ,stock
1786,OCFC,NASDAQ,stock
1787,RADA,NASDAQ,stock
1788,PAM,NYSE,stock
1789,GOGL,NASDAQ,stock
